date,average_price_rs_kg,highest_price_rs_kg,district,grade
2025-12-07,4000.0,4000.0,Badulla,C-5
2025-12-07,3000.0,3000.0,Kurunegala,Heen
2025-12-07,3400.0,3400.0,Badulla,H-2
2025-12-07,4044.0,4300.0,Matara,C-4
2025-12-07,4460.0,4500.0,Kalutara,C-5 Sp
2025-12-07,3600.0,3600.0,Monaragala,C-4
2025-12-07,3285.0,3300.0,Kalutara,M-5
2025-12-07,2150.0,2500.0,National,Gorosu
2025-12-07,2733.33,3000.0,National,Heen
2025-12-07,3800.0,3800.0,Badulla,C-4
2025-12-07,3450.0,3500.0,Galle,H-2
2025-12-07,3912.38,4300.0,National,C-4
2025-12-14,3190.0,3200.0,Kalutara,M-4
2025-12-14,3285.0,3300.0,Kalutara,M-5
2025-12-14,3090.0,3100.0,Kalutara,H-1
2025-12-14,3500.0,3500.0,Hambantota,H-2
2025-12-14,4300.0,4350.0,Ratnapura,C-5
2025-12-14,3570.0,3650.0,Matara,H-1
2025-12-14,4280.0,4500.0,Matara,C-5
2025-12-14,5200.0,5400.0,Matara,Alba
2025-12-14,2100.0,2200.0,Gampaha,Gorosu
2025-12-14,4510.6,5000.0,National,C-5 Sp
2025-12-14,3180.0,3300.0,Matara,H-Faq
2025-12-14,3400.0,3400.0,Badulla,H-2
2025-12-14,3000.0,3000.0,Kalutara,H-2
2025-12-14,4200.0,4200.0,Colombo,C-5
2025-12-14,4125.0,4150.0,Hambantota,C-4
2025-12-14,2750.0,3000.0,Badulla,Heen
2025-12-14,3550.0,3550.0,Hambantota,H-1
2025-12-14,4300.0,4300.0,Colombo,C-5 Sp
2025-12-14,4700.0,4800.0,Ratnapura,Alba
2025-12-14,5045.0,5500.0,National,Alba
2025-12-14,4075.0,4300.0,Matara,C-4
2025-12-14,4231.25,4500.0,National,C-5
2025-12-14,4100.0,4200.0,Ratnapura,C-4
2025-12-14,3431.0,3500.0,Matara,H-2
2025-12-14,3800.0,3800.0,Badulla,C-4
2025-12-14,4400.0,4450.0,Ratnapura,C-5 Sp
2025-12-14,4000.0,4000.0,Colombo,C-4
2025-12-14,3955.11,4300.0,National,C-4
2025-12-14,4000.0,4000.0,Badulla,C-5
2025-12-14,3000.0,3000.0,Kurunegala,Heen
2025-12-14,3250.0,3300.0,Ratnapura,H-2
2025-12-14,2000.0,2000.0,Kurunegala,Gorosu
2025-12-14,2000.0,2100.0,Monaragala,Gorosu
2025-12-14,4470.0,4500.0,Kalutara,C-5 Sp
2025-12-14,4533.0,4700.0,Matara,C-5 Sp
2025-12-14,3642.5,4000.0,National,M-5
2025-12-14,4425.0,4500.0,Hambantota,C-5
2025-12-14,3450.0,3500.0,Ratnapura,H-1
2025-12-14,3850.0,3900.0,Matara,M-4
2025-12-14,4295.0,4300.0,Kalutara,C-5
2025-12-14,4250.0,4300.0,Galle,C-4
2025-12-14,3525.0,3550.0,Galle,H-2
2025-12-14,3433.57,3700.0,National,H-1
2025-12-14,3566.0,3600.0,Monaragala,C-4
2025-12-14,2650.0,3000.0,National,Heen
2025-12-14,4780.0,4800.0,Kalutara,Alba
2025-12-14,2091.5,2500.0,National,Gorosu
2025-12-14,4000.0,4000.0,Matara,M-5
2025-12-14,2266.0,2500.0,Badulla,Gorosu
2025-12-14,3600.0,3600.0,Badulla,H-1
2025-12-14,3300.86,3550.0,National,H-2
2025-12-14,4500.0,4500.0,Galle,C-5
2025-12-14,3100.0,3100.0,Colombo,H-1
2025-12-14,3980.0,4000.0,Kalutara,C-4
2025-12-14,3675.0,3700.0,Galle,H-1
2025-12-14,3520.0,3900.0,National,M-4
2025-12-14,3850.0,3900.0,Gampaha,C-5
2025-12-14,3180.0,3300.0,National,H-Faq
2025-12-14,3700.0,3750.0,Gampaha,C-4
2025-12-14,5500.0,5500.0,Galle,Alba
2025-12-14,2200.0,2300.0,Monaragala,Heen
2025-12-14,4850.0,5000.0,Galle,C-5 Sp
2025-12-14,3000.0,3000.0,Colombo,H-2
2025-12-21,4100.0,4200.0,Ratnapura,C-4
2025-12-21,4000.0,4100.0,Gampaha,C-5
2025-12-21,3457.14,3900.0,National,H-1
2025-12-21,3500.0,3500.0,Hambantota,H-2
2025-12-21,4150.0,4300.0,Galle,C-4
2025-12-21,5750.0,6000.0,Galle,Alba
2025-12-21,3100.0,3100.0,Colombo,H-2
2025-12-21,4300.0,4300.0,Colombo,C-5
2025-12-21,4578.6,5200.0,National,C-5 Sp
2025-12-21,3545.0,4000.0,National,M-4
2025-12-21,3225.0,3300.0,Matara,H-Faq
2025-12-21,3700.0,3900.0,Gampaha,C-4
2025-12-21,3450.0,3500.0,Ratnapura,H-1
2025-12-21,4450.0,4500.0,Ratnapura,C-5 Sp
2025-12-21,4167.0,4400.0,Matara,M-5
2025-12-21,4785.0,4800.0,Kalutara,Alba
2025-12-21,3550.0,3550.0,Galle,H-2
2025-12-21,3000.0,3000.0,Kalutara,H-2
2025-12-21,5363.0,5450.0,Matara,Alba
2025-12-21,4850.0,5000.0,Galle,C-5 Sp
2025-12-21,3650.0,3650.0,Galle,H-1
2025-12-21,4250.0,4300.0,Ratnapura,C-5
2025-12-21,3323.29,3550.0,National,H-2
2025-12-21,2925.0,3000.0,Badulla,Heen
2025-12-21,3980.0,4000.0,Kalutara,C-4
2025-12-21,3550.0,3550.0,Hambantota,H-1
2025-12-21,3225.0,3300.0,National,H-Faq
2025-12-21,3463.0,3550.0,Matara,H-2
2025-12-21,4219.0,4600.0,Matara,C-4
2025-12-21,4300.0,4500.0,Galle,C-5
2025-12-21,4276.25,5000.0,National,C-5
2025-12-21,3000.0,3000.0,Kurunegala,Heen
2025-12-21,2525.0,2600.0,Badulla,Gorosu
2025-12-21,3190.0,3200.0,Kalutara,M-4
2025-12-21,4125.0,4150.0,Hambantota,C-4
2025-12-21,3250.0,3300.0,Ratnapura,H-2
2025-12-21,1900.0,2000.0,Monaragala,Gorosu
2025-12-21,4733.0,5200.0,Matara,C-5 Sp
2025-12-21,3997.11,4600.0,National,C-4
2025-12-21,4295.0,4300.0,Kalutara,C-5
2025-12-21,4100.0,4100.0,Colombo,C-4
2025-12-21,3660.0,3900.0,Matara,H-1
2025-12-21,3285.0,3300.0,Kalutara,M-5
2025-12-21,3600.0,3600.0,Monaragala,C-4
2025-12-21,2675.0,3000.0,National,Heen
2025-12-21,4000.0,4000.0,Badulla,C-4
2025-12-21,5224.5,6000.0,National,Alba
2025-12-21,2100.0,2200.0,Gampaha,Gorosu
2025-12-21,4425.0,4500.0,Hambantota,C-5
2025-12-21,5000.0,5000.0,Ratnapura,Alba
2025-12-21,2100.0,2300.0,Monaragala,Heen
2025-12-21,3090.0,3100.0,Kalutara,H-1
2025-12-21,2131.25,2600.0,National,Gorosu
2025-12-21,3900.0,4000.0,Matara,M-4
2025-12-21,2000.0,2000.0,Kurunegala,Gorosu
2025-12-21,3400.0,3400.0,Badulla,H-2
2025-12-21,3726.0,4400.0,National,M-5
2025-12-21,3200.0,3200.0,Colombo,H-1
2025-12-21,4440.0,5000.0,Matara,C-5
2025-12-21,4200.0,4200.0,Badulla,C-5
2025-12-21,4400.0,4400.0,Colombo,C-5 Sp
2025-12-21,3600.0,3600.0,Badulla,H-1
2025-12-21,4460.0,4500.0,Kalutara,C-5 Sp
2025-12-28,4347.86,5000.0,National,C-5
2025-12-28,3980.0,4000.0,Kalutara,C-4
2025-12-28,4200.0,4200.0,Badulla,C-5
2025-12-28,4500.0,4550.0,Ratnapura,C-5 Sp
2025-12-28,4100.0,4100.0,Colombo,C-4
2025-12-28,3000.0,3000.0,Badulla,Heen
2025-12-28,3600.0,3600.0,Badulla,H-1
2025-12-28,3500.0,3600.0,Ratnapura,H-1
2025-12-28,5000.0,5200.0,Ratnapura,Alba
2025-12-28,3650.0,3800.0,Monaragala,C-4
2025-12-28,4540.0,5000.0,Matara,C-5
2025-12-28,4300.0,4300.0,Colombo,C-5
2025-12-28,5500.0,5500.0,Galle,Alba
2025-12-28,4450.0,4700.0,Galle,C-5
2025-12-28,3090.0,3100.0,Kalutara,H-1
2025-12-28,3000.0,3000.0,Kurunegala,Heen
2025-12-28,3556.0,3650.0,Matara,H-2
2025-12-28,4000.0,4000.0,Badulla,C-4
2025-12-28,4288.0,4500.0,Matara,C-4
2025-12-28,4200.0,4250.0,Ratnapura,C-4
2025-12-28,2250.0,2300.0,Monaragala,Heen
2025-12-28,3250.0,3300.0,National,H-Faq
2025-12-28,3550.0,3550.0,Hambantota,H-1
2025-12-28,2750.0,3000.0,National,Heen
2025-12-28,4580.0,4600.0,Kalutara,C-5 Sp
2025-12-28,3300.0,3400.0,Ratnapura,H-2
2025-12-28,4150.0,4300.0,Galle,C-4
2025-12-28,3400.0,3400.0,Badulla,H-2
2025-12-28,4450.0,4500.0,Hambantota,C-5
2025-12-28,4063.0,4150.0,Matara,M-5
2025-12-28,3280.0,3300.0,Kalutara,M-5
2025-12-28,3527.33,3800.0,National,H-1
2025-12-28,4000.0,4100.0,Gampaha,C-4
2025-12-28,3000.0,3000.0,Kalutara,H-2
2025-12-28,4295.0,4300.0,Kalutara,C-5
2025-12-28,4200.0,4300.0,Gampaha,C-5
2025-12-28,4400.0,4400.0,Colombo,C-5 Sp
2025-12-28,3190.0,3200.0,Kalutara,M-4
2025-12-28,3700.0,3750.0,Galle,H-1
2025-12-28,4052.25,4500.0,National,C-4
2025-12-28,3925.0,4000.0,Matara,M-4
2025-12-28,3671.5,4150.0,National,M-5
2025-12-28,4300.0,4350.0,Ratnapura,C-5
2025-12-28,5450.0,5500.0,Matara,Alba
2025-12-28,4715.75,5200.0,National,C-5 Sp
2025-12-28,4850.0,5000.0,Galle,C-5 Sp
2025-12-28,2000.0,2000.0,Kurunegala,Gorosu
2025-12-28,2050.0,2100.0,Monaragala,Gorosu
2025-12-28,3200.0,3200.0,Colombo,H-1
2025-12-28,4933.0,5200.0,Matara,C-5 Sp
2025-12-28,2600.0,2600.0,Badulla,Gorosu
2025-12-28,2237.5,2600.0,National,Gorosu
2025-12-28,3557.5,4000.0,National,M-4
2025-12-28,3392.67,3650.0,National,H-2
2025-12-28,2300.0,2400.0,Gampaha,Gorosu
2025-12-28,5200.0,5500.0,National,Alba
2025-12-28,4850.0,4900.0,Kalutara,Alba
2025-12-28,3250.0,3300.0,Matara,H-Faq
2025-12-28,4150.0,4150.0,Hambantota,C-4
2025-12-28,3600.0,3650.0,Galle,H-2
2025-12-28,3500.0,3500.0,Hambantota,H-2
2025-12-28,3724.0,3800.0,Matara,H-1
2025-12-28,3100.0,3100.0,Colombo,H-2
2026-01-04,5211.25,5700.0,National,Alba
2026-01-04,4406.0,4700.0,Matara,C-4
2026-01-04,3815.0,4600.0,National,M-5
2026-01-04,4200.0,4200.0,Badulla,C-4
2026-01-04,3563.0,3600.0,Matara,H-2
2026-01-04,3200.0,3350.0,Ratnapura,H-2
2026-01-04,2766.67,3000.0,National,Heen
2026-01-04,2100.0,2200.0,Monaragala,Gorosu
2026-01-04,5133.0,5200.0,Matara,C-5 Sp
2026-01-04,3090.0,3100.0,Kalutara,H-1
2026-01-04,4600.0,4700.0,Galle,C-5
2026-01-04,3000.0,3000.0,Kalutara,H-2
2026-01-04,3190.0,3200.0,Kalutara,M-4
2026-01-04,4250.0,4500.0,Matara,M-4
2026-01-04,3900.0,4000.0,Monaragala,C-4
2026-01-04,4295.0,4300.0,Kalutara,C-5
2026-01-04,2525.0,2600.0,Badulla,Gorosu
2026-01-04,4300.0,4300.0,Colombo,C-4
2026-01-04,4600.0,4600.0,Colombo,C-5 Sp
2026-01-04,4510.38,5200.0,National,C-5
2026-01-04,3280.0,3300.0,Kalutara,M-5
2026-01-04,3625.0,3700.0,Galle,H-2
2026-01-04,4550.0,4600.0,Hambantota,C-4
2026-01-04,4200.0,4300.0,Ratnapura,C-4
2026-01-04,4450.0,4500.0,Galle,C-4
2026-01-04,3000.0,3000.0,Kurunegala,Heen
2026-01-04,4000.0,4100.0,Gampaha,C-4
2026-01-04,3600.0,3600.0,Badulla,H-1
2026-01-04,3000.0,3000.0,Badulla,Heen
2026-01-04,3213.0,3300.0,Matara,H-Faq
2026-01-04,3300.0,3300.0,Colombo,H-1
2026-01-04,3720.0,4500.0,National,M-4
2026-01-04,3362.57,3700.0,National,H-2
2026-01-04,4712.6,5200.0,National,C-5 Sp
2026-01-04,4350.0,4450.0,Ratnapura,C-5
2026-01-04,5000.0,5200.0,Ratnapura,Alba
2026-01-04,3775.0,3800.0,Galle,H-1
2026-01-04,3100.0,3100.0,Colombo,H-2
2026-01-04,2000.0,2000.0,Kurunegala,Gorosu
2026-01-04,2231.25,2600.0,National,Gorosu
2026-01-04,3650.0,3650.0,Hambantota,H-2
2026-01-04,5575.0,5700.0,Matara,Alba
2026-01-04,3750.0,4000.0,Matara,H-1
2026-01-04,2300.0,2400.0,Gampaha,Gorosu
2026-01-04,4750.0,4800.0,Galle,C-5 Sp
2026-01-04,4350.0,4400.0,Gampaha,C-5
2026-01-04,4870.0,4900.0,Kalutara,Alba
2026-01-04,4400.0,4400.0,Badulla,C-5
2026-01-04,4220.67,4700.0,National,C-4
2026-01-04,4350.0,4600.0,Matara,M-5
2026-01-04,4900.0,5200.0,Hambantota,C-5
2026-01-04,3516.43,4000.0,National,H-1
2026-01-04,4580.0,4600.0,Kalutara,C-5 Sp
2026-01-04,3213.0,3300.0,National,H-Faq
2026-01-04,3700.0,3700.0,Hambantota,H-1
2026-01-04,3980.0,4000.0,Kalutara,C-4
2026-01-04,4500.0,4500.0,Colombo,C-5
2026-01-04,2300.0,2400.0,Monaragala,Heen
2026-01-04,4688.0,5000.0,Matara,C-5
2026-01-04,5400.0,5600.0,Galle,Alba
2026-01-04,4500.0,4550.0,Ratnapura,C-5 Sp
2026-01-04,3400.0,3500.0,Ratnapura,H-1
2026-01-04,3400.0,3400.0,Badulla,H-2
2026-01-11,5000.0,5000.0,Hambantota,C-5
2026-01-11,4600.0,4700.0,Ratnapura,C-5
2026-01-11,4700.0,4700.0,Galle,C-5
2026-01-11,5600.0,5700.0,Matara,Alba
2026-01-11,3240.0,3300.0,National,H-Faq
2026-01-11,4562.0,4575.0,Hambantota,C-4
2026-01-11,2200.0,2300.0,Monaragala,Heen
2026-01-11,3578.0,3650.0,Matara,H-2
2026-01-11,4900.0,4900.0,Galle,C-5 Sp
2026-01-11,4599.38,5000.0,National,C-5
2026-01-11,3750.0,3800.0,Galle,H-1
2026-01-11,4800.0,4900.0,Matara,C-5
2026-01-11,4296.33,4700.0,National,C-4
2026-01-11,2250.0,2500.0,Badulla,Gorosu
2026-01-11,3980.0,4000.0,Kalutara,C-4
2026-01-11,3380.43,3700.0,National,H-2
2026-01-11,3737.0,3775.0,Hambantota,H-1
2026-01-11,4575.0,4700.0,Matara,C-4
2026-01-11,3000.0,3000.0,Badulla,Heen
2026-01-11,3250.0,3250.0,Colombo,H-1
2026-01-11,3190.0,3200.0,Kalutara,M-4
2026-01-11,4500.0,4500.0,Colombo,C-5 Sp
2026-01-11,4785.0,4800.0,Kalutara,Alba
2026-01-11,5383.75,5700.0,National,Alba
2026-01-11,3625.0,3700.0,Galle,H-2
2026-01-11,3859.0,4600.0,National,M-5
2026-01-11,2733.33,3000.0,National,Heen
2026-01-11,4300.0,4300.0,Badulla,C-4
2026-01-11,3000.0,3000.0,Kurunegala,Heen
2026-01-11,4300.0,4400.0,Ratnapura,C-4
2026-01-11,4480.0,4500.0,Kalutara,C-5 Sp
2026-01-11,3523.86,3900.0,National,H-1
2026-01-11,4433.0,4600.0,Matara,M-5
2026-01-11,3400.0,3400.0,Badulla,H-2
2026-01-11,3500.0,3600.0,Ratnapura,H-1
2026-01-11,4400.0,4400.0,Colombo,C-5
2026-01-11,5650.0,5700.0,Galle,Alba
2026-01-11,4800.0,4900.0,Ratnapura,C-5 Sp
2026-01-11,4300.0,4400.0,Gampaha,C-4
2026-01-11,5500.0,5600.0,Ratnapura,Alba
2026-01-11,4500.0,4500.0,Badulla,C-5
2026-01-11,3745.0,4500.0,National,M-4
2026-01-11,4769.4,5200.0,National,C-5 Sp
2026-01-11,3240.0,3300.0,Matara,H-Faq
2026-01-11,3740.0,3900.0,Matara,H-1
2026-01-11,3100.0,3100.0,Colombo,H-2
2026-01-11,2162.5,2500.0,National,Gorosu
2026-01-11,3660.0,3670.0,Hambantota,H-2
2026-01-11,2200.0,2400.0,Gampaha,Gorosu
2026-01-11,2000.0,2000.0,Kurunegala,Gorosu
2026-01-11,4500.0,4600.0,Gampaha,C-5
2026-01-11,3090.0,3100.0,Kalutara,H-1
2026-01-11,3000.0,3000.0,Kalutara,H-2
2026-01-11,4450.0,4500.0,Galle,C-4
2026-01-11,4300.0,4500.0,Matara,M-4
2026-01-11,3300.0,3400.0,Ratnapura,H-2
2026-01-11,2200.0,2100.0,Monaragala,Gorosu
2026-01-11,4300.0,4300.0,Colombo,C-4
2026-01-11,3285.0,3300.0,Kalutara,M-5
2026-01-11,4295.0,4300.0,Kalutara,C-5
2026-01-11,3900.0,4000.0,Monaragala,C-4
2026-01-11,5167.0,5200.0,Matara,C-5 Sp
2026-01-11,3600.0,3600.0,Badulla,H-1
2026-01-18,3200.0,3200.0,Colombo,H-2
2026-01-18,3700.0,3800.0,Galle,H-1
2026-01-18,3453.57,3700.0,National,H-2
2026-01-18,4350.0,4350.0,Colombo,C-4
2026-01-18,4300.0,4500.0,Matara,M-4
2026-01-18,2250.0,2500.0,Badulla,Gorosu
2026-01-18,2300.0,2400.0,Monaragala,Heen
2026-01-18,4763.0,4900.0,Matara,C-5
2026-01-18,4636.0,4800.0,Matara,C-4
2026-01-18,4385.0,4400.0,Kalutara,C-5
2026-01-18,4033.5,4500.0,National,M-4
2026-01-18,4600.0,4600.0,Badulla,C-5
2026-01-18,5500.0,5500.0,Ratnapura,Alba
2026-01-18,3260.0,3300.0,Matara,H-Faq
2026-01-18,3000.0,3500.0,Badulla,Heen
2026-01-18,3750.0,3800.0,Matara,H-1
2026-01-18,4895.0,4900.0,Kalutara,Alba
2026-01-18,5100.0,5200.0,Matara,C-5 Sp
2026-01-18,4650.0,4700.0,Hambantota,C-4
2026-01-18,2100.0,2200.0,Monaragala,Gorosu
2026-01-18,3700.0,3700.0,Hambantota,H-2
2026-01-18,2287.5,2500.0,National,Gorosu
2026-01-18,5600.0,5700.0,Matara,Alba
2026-01-18,2300.0,2500.0,Gampaha,Gorosu
2026-01-18,4800.0,4900.0,Ratnapura,C-5
2026-01-18,3300.0,3400.0,Ratnapura,H-2
2026-01-18,5350.0,5700.0,Galle,C-5 Sp
2026-01-18,4916.0,5700.0,National,C-5 Sp
2026-01-18,4400.0,4500.0,Gampaha,C-4
2026-01-18,3800.0,3800.0,Badulla,H-1
2026-01-18,4950.0,5000.0,Ratnapura,C-5 Sp
2026-01-18,3100.0,3100.0,Kalutara,H-2
2026-01-18,3300.0,3300.0,Colombo,H-1
2026-01-18,3570.0,3800.0,National,H-1
2026-01-18,4600.0,4600.0,Colombo,C-5 Sp
2026-01-18,2766.67,3500.0,National,Heen
2026-01-18,3190.0,3200.0,Kalutara,H-1
2026-01-18,3625.0,3700.0,Matara,H-2
2026-01-18,4400.0,4400.0,Badulla,C-4
2026-01-18,4500.0,4500.0,Monaragala,C-4
2026-01-18,3000.0,3000.0,Kurunegala,Heen
2026-01-18,4700.0,4900.0,Galle,C-5
2026-01-18,4900.0,5000.0,Hambantota,C-5
2026-01-18,4500.0,4600.0,Ratnapura,C-4
2026-01-18,4580.0,4600.0,Kalutara,C-5 Sp
2026-01-18,4681.0,5000.0,National,C-5
2026-01-18,3260.0,3300.0,National,H-Faq
2026-01-18,4075.0,4400.0,Galle,C-4
2026-01-18,4411.22,4800.0,National,C-4
2026-01-18,2500.0,2500.0,Kurunegala,Gorosu
2026-01-18,5850.0,6000.0,Galle,Alba
2026-01-18,4500.0,4500.0,Colombo,C-5
2026-01-18,3650.0,3700.0,Galle,H-2
2026-01-18,5461.25,6000.0,National,Alba
2026-01-18,3500.0,3600.0,Ratnapura,H-1
2026-01-18,3600.0,3600.0,Badulla,H-2
2026-01-18,3750.0,3750.0,Hambantota,H-1
2026-01-18,4190.0,4200.0,Kalutara,C-4
2026-01-18,4525.0,4600.0,Matara,M-5
2026-01-18,3767.0,3800.0,Kalutara,M-4
2026-01-18,4255.0,4600.0,National,M-5
2026-01-18,3985.0,4000.0,Kalutara,M-5
2026-01-18,4800.0,4900.0,Gampaha,C-5
2026-01-25,4529.44,4900.0,National,C-4
2026-01-25,4900.0,5000.0,Hambantota,C-5
2026-01-25,4800.0,4900.0,Ratnapura,C-5
2026-01-25,5800.0,6200.0,Matara,Alba
2026-01-25,2500.0,2500.0,Kurunegala,Gorosu
2026-01-25,3200.0,3200.0,Colombo,H-2
2026-01-25,4067.0,4600.0,National,M-4
2026-01-25,6100.0,6200.0,Galle,Alba
2026-01-25,3600.0,3700.0,Ratnapura,H-1
2026-01-25,4617.0,4700.0,Matara,M-5
2026-01-25,4800.0,4900.0,Galle,C-4
2026-01-25,3800.0,3800.0,Badulla,H-1
2026-01-25,2766.67,3000.0,National,Heen
2026-01-25,5400.0,5800.0,Matara,C-5 Sp
2026-01-25,2483.0,2500.0,Badulla,Gorosu
2026-01-25,4950.0,5000.0,Galle,C-5
2026-01-25,3288.0,3400.0,National,H-Faq
2026-01-25,4190.0,4200.0,Kalutara,C-4
2026-01-25,5250.0,5500.0,Galle,C-5 Sp
2026-01-25,3800.0,3900.0,Galle,H-1
2026-01-25,4500.0,4500.0,Monaragala,C-4
2026-01-25,3476.86,3700.0,National,H-2
2026-01-25,4580.0,4600.0,Kalutara,C-5 Sp
2026-01-25,4301.0,4700.0,National,M-5
2026-01-25,3000.0,3000.0,Badulla,Heen
2026-01-25,3638.0,3700.0,Matara,H-2
2026-01-25,3767.0,3800.0,Kalutara,M-4
2026-01-25,3985.0,4000.0,Kalutara,M-5
2026-01-25,4300.0,4300.0,Colombo,C-4
2026-01-25,3100.0,3100.0,Kalutara,H-2
2026-01-25,4500.0,4600.0,Ratnapura,C-4
2026-01-25,4367.0,4600.0,Matara,M-4
2026-01-25,4500.0,4500.0,Colombo,C-5
2026-01-25,3288.0,3400.0,Matara,H-Faq
2026-01-25,5800.0,5800.0,Ratnapura,Alba
2026-01-25,3758.0,3800.0,Matara,H-1
2026-01-25,3600.0,3600.0,Badulla,H-2
2026-01-25,3190.0,3200.0,Kalutara,H-1
2026-01-25,4600.0,4600.0,Colombo,C-5 Sp
2026-01-25,3300.0,3300.0,Colombo,H-1
2026-01-25,5000.0,5100.0,Ratnapura,C-5 Sp
2026-01-25,3450.0,3500.0,Ratnapura,H-2
2026-01-25,4385.0,4400.0,Kalutara,C-5
2026-01-25,4895.0,4900.0,Kalutara,Alba
2026-01-25,3725.0,3750.0,Hambantota,H-1
2026-01-25,4743.5,5000.0,National,C-5
2026-01-25,5648.75,6200.0,National,Alba
2026-01-25,4650.0,4700.0,Hambantota,C-4
2026-01-25,4600.0,4600.0,Badulla,C-4
2026-01-25,4966.0,5800.0,National,C-5 Sp
2026-01-25,3700.0,3700.0,Hambantota,H-2
2026-01-25,2200.0,2300.0,Gampaha,Gorosu
2026-01-25,4813.0,4900.0,Matara,C-5
2026-01-25,2150.0,2200.0,Monaragala,Gorosu
2026-01-25,2300.0,2400.0,Monaragala,Heen
2026-01-25,4800.0,4800.0,Badulla,C-5
2026-01-25,2333.25,2500.0,National,Gorosu
2026-01-25,4800.0,4900.0,Gampaha,C-5
2026-01-25,4500.0,4550.0,Gampaha,C-4
2026-01-25,4725.0,4800.0,Matara,C-4
2026-01-25,3596.14,3900.0,National,H-1
2026-01-25,3650.0,3700.0,Galle,H-2
2026-01-25,3000.0,3000.0,Kurunegala,Heen
2026-02-01,2300.0,2400.0,Gampaha,Gorosu
2026-02-01,3700.0,3700.0,Hambantota,H-2
2026-02-01,3720.0,4200.0,National,H-1
2026-02-01,4000.0,4000.0,Badulla,H-2
2026-02-01,3190.0,3200.0,Kalutara,H-1
2026-02-01,5069.4,5500.0,National,C-5 Sp
2026-02-01,3800.0,3900.0,Matara,H-1
2026-02-01,5500.0,5500.0,Galle,C-5 Sp
2026-02-01,5600.0,5600.0,Ratnapura,Alba
2026-02-01,3400.0,3500.0,Matara,H-Faq
2026-02-01,4600.0,4600.0,Badulla,C-4
2026-02-01,5000.0,5100.0,Ratnapura,C-5 Sp
2026-02-01,3675.0,3750.0,Galle,H-2
2026-02-01,3000.0,3000.0,Kurunegala,Heen
2026-02-01,3825.0,3850.0,Galle,H-1
2026-02-01,4825.0,4850.0,Hambantota,C-4
2026-02-01,4500.0,4600.0,Ratnapura,C-4
2026-02-01,3556.29,4000.0,National,H-2
2026-02-01,3100.0,3100.0,Kalutara,H-2
2026-02-01,4400.0,4400.0,Colombo,C-4
2026-02-01,5648.75,6500.0,National,Alba
2026-02-01,3985.0,4000.0,Kalutara,M-5
2026-02-01,4774.13,5200.0,National,C-5
2026-02-01,3767.0,3800.0,Kalutara,M-4
2026-02-01,3669.0,3750.0,Matara,H-2
2026-02-01,3825.0,3850.0,Hambantota,H-1
2026-02-01,2000.0,2100.0,Monaragala,Gorosu
2026-02-01,2875.0,3000.0,Badulla,Heen
2026-02-01,5000.0,5000.0,Colombo,C-5 Sp
2026-02-01,4500.0,4500.0,Colombo,C-5
2026-02-01,3600.0,3600.0,Colombo,H-1
2026-02-01,4267.5,4700.0,National,M-5
2026-02-01,2275.0,2500.0,Badulla,Gorosu
2026-02-01,4600.0,4700.0,Gampaha,C-4
2026-02-01,5267.0,5500.0,Matara,C-5 Sp
2026-02-01,6000.0,6500.0,Matara,Alba
2026-02-01,4385.0,4400.0,Kalutara,C-5
2026-02-01,4500.0,4500.0,Monaragala,C-4
2026-02-01,4566.22,4900.0,National,C-4
2026-02-01,4800.0,4900.0,Gampaha,C-5
2026-02-01,2691.67,3000.0,National,Heen
2026-02-01,4550.0,4700.0,Matara,M-5
2026-02-01,4750.0,4800.0,Galle,C-4
2026-02-01,2268.75,2500.0,National,Gorosu
2026-02-01,4925.0,4950.0,Hambantota,C-5
2026-02-01,3600.0,3700.0,Ratnapura,H-1
2026-02-01,4800.0,4800.0,Badulla,C-5
2026-02-01,6100.0,6200.0,Galle,Alba
2026-02-01,5000.0,5000.0,Galle,C-5
2026-02-01,3400.0,3500.0,National,H-Faq
2026-02-01,4083.5,4500.0,National,M-4
2026-02-01,3300.0,3300.0,Colombo,H-2
2026-02-01,2200.0,2300.0,Monaragala,Heen
2026-02-01,2500.0,2500.0,Kurunegala,Gorosu
2026-02-01,4895.0,4900.0,Kalutara,Alba
2026-02-01,4200.0,4200.0,Badulla,H-1
2026-02-01,4983.0,5200.0,Matara,C-5
2026-02-01,4580.0,4600.0,Kalutara,C-5 Sp
2026-02-01,4400.0,4500.0,Matara,M-4
2026-02-01,4190.0,4200.0,Kalutara,C-4
2026-02-01,4731.0,4900.0,Matara,C-4
2026-02-01,4800.0,4900.0,Ratnapura,C-5
2026-02-01,3450.0,3500.0,Ratnapura,H-2
